MgPAL1	B	6.878129449	2.164709761
MgPAL2	B	0.960928007	0.116867726
MgPAL3	B	1.883075348	0.411124003
MgPAL4	B	0.228458324	0.081983218
MgPAL5	B	6.877722873	1.187157942
MgC4H1	B	0.210896942	0.061930014
MgC4H2	B	0.789350722	0.252278579
Mg4CL1	B	3.930679753	1.51373684
Mg4CL2	B	2.165973808	0.529496859
Mg4CL3	B	6.79567169	1.883008377
Mg4CL4	B	0.368513541	0.136391991
MgHCT1	B	4.853645639	1.826100193
MgHCT2	B	5.196922835	1.360900728
MgC3H1	B	4.727201124	1.424001026
MgC3H2	B	0.113596787	0.069264988
MgCCoAOMT1	B	0.712394277	0.104867244
MgCCoAOMT2	B	3.755841845	0.582985902
MgCCoAOMT3	B	0.508134456	0.270731181
MgCCoAOMT4	B	0.773212787	0.299373755
MgCCR1	B	2.327194004	0.841444918
MgCCR2	B	5.09505066	2.038252056
MgF5H	B	0.048145244	0.012765674
MgCOMT	B	4.626876973	1.23292596
MgCCoAOMT5	B	0.945115094	0.408073771
MgCCR4	B	17.33029655	4.111420996
MgCCR3	B	1.363439749	0.201677567
MgCAD	B	5.899823853	2.549256658
MgPAL1	IN56	11.77145615	0.138989185
MgPAL2	IN56	2.897635469	0.907548245
MgPAL3	IN56	0.83293258	0.03848466
MgPAL4	IN56	0.001824242	0.000928025
MgPAL5	IN56	9.846966172	1.376062045
MgC4H1	IN56	0.512632264	0.07911013
MgC4H2	IN56	0.323478537	0.045540342
Mg4CL1	IN56	2.882206989	0.054140886
Mg4CL2	IN56	1.424348438	0.993129364
Mg4CL3	IN56	6.088167892	0.021049993
Mg4CL4	IN56	0.104489851	0.022819302
MgHCT1	IN56	11.04658347	0.458343343
MgHCT2	IN56	4.607719043	0.626580792
MgC3H1	IN56	3.126379636	0.052523226
MgC3H2	IN56	0.431428488	0.109960281
MgCCoAOMT1	IN56	5.497964396	0.838091778
MgCCoAOMT2	IN56	0.454906359	0.107331609
MgCCoAOMT3	IN56	19.15472012	8.285398979
MgCCoAOMT4	IN56	1.009696261	0.456050104
MgCCR1	IN56	4.642445756	0.376840018
MgCCR2	IN56	7.25278089	0.493455624
MgF5H	IN56	4.062697543	1.015140242
MgCOMT	IN56	7.221598463	1.796482247
MgCCoAOMT5	IN56	2.143997136	0.927775914
MgCCR4	IN56	1.303830365	0.449336292
MgCCR3	IN56	0.650350719	0.035092994
MgCAD	IN56	7.810547878	0.464978997
MgPAL1	N	3.573303613	0.664441793
MgPAL2	N	1.009498495	0.419926975
MgPAL3	N	0.572784731	0.038854737
MgPAL4	N	0.019163309	0.002557486
MgPAL5	N	3.304711585	0.274784856
MgC4H1	N	0.147444417	0.023442818
MgC4H2	N	0.227905837	0.062968196
Mg4CL1	N	1.469314622	0.121961409
Mg4CL2	N	0.935068877	0.384100648
Mg4CL3	N	3.015975549	0.311080845
Mg4CL4	N	0.095890938	0.01143503
MgHCT1	N	4.559923951	0.365037076
MgHCT2	N	2.408542028	0.143491345
MgC3H1	N	1.882740969	0.168867748
MgC3H2	N	0.137301654	0.024407111
MgCCoAOMT1	N	1.196242923	0.042935161
MgCCoAOMT2	N	1.818381996	0.223238094
MgCCoAOMT3	N	2.840653232	0.950212652
MgCCoAOMT4	N	1.638816519	0.3811389
MgCCR1	N	1.362756232	0.142155617
MgCCR2	N	2.493879591	0.179355831
MgF5H	N	0.543610835	0.060067505
MgCOMT	N	3.148037983	0.302892492
MgCCoAOMT5	N	1.354274262	0.316025181
MgCCR4	N	5.479668995	0.388345923
MgCCR3	N	0.665807392	0.068547161
MgCAD	N	2.887393569	0.254825934
MgPAL1	S	0.09424729	0.01670574
MgPAL2	S	0.115982074	0.037994752
MgPAL3	S	0.288718538	0.03055397
MgPAL4	S	0.055124968	0.002190561
MgPAL5	S	0.147747306	0.025650623
MgC4H1	S	0.652083968	0.076693668
MgC4H2	S	0.192837362	0.022125771
Mg4CL1	S	0.189856417	0.02935347
Mg4CL2	S	3.131220091	1.444207982
Mg4CL3	S	0.473284255	0.038001241
Mg4CL4	S	0.674461655	0.208104893
MgHCT1	S	0.11415167	0.028292195
MgHCT2	S	0.128850212	0.008509476
MgC3H1	S	0.583961532	0.088842219
MgC3H2	S	0.683581368	0.071207362
MgCCoAOMT1	S	0.344225905	0.056498377
MgCCoAOMT2	S	2.995137687	0.286012436
MgCCoAOMT3	S	0.543209579	0.038876748
MgCCoAOMT4	S	1.930007355	0.449921699
MgCCR1	S	0.225169957	0.064531311
MgCCR2	S	0.052352435	0.017878244
MgF5H	S	0.337424807	0.010247129
MgCOMT	S	0.199499913	0.044813274
MgCCoAOMT5	S	2.594646605	1.238212554
MgCCR4	S	0.359416907	0.094103676
MgCCR3	S	0.568301769	0.142883851
MgCAD	S	0.22202635	0.019063049
MgPAL1	L5	0.262035682	0.091087073
MgPAL2	L5	0.896261934	0.250050469
MgPAL3	L5	0.629482201	0.096000503
MgPAL4	L5	0.940474881	0.164950781
MgPAL5	L5	0.331992554	0.133089191
MgC4H1	L5	1.110576004	0.249363145
MgC4H2	L5	0.630779781	0.155702651
Mg4CL1	L5	0.489528213	0.109419387
Mg4CL2	L5	0.867770558	0.660048915
Mg4CL3	L5	0.944983776	0.129925399
Mg4CL4	L5	1.872368982	0.340885358
MgHCT1	L5	0.347186941	0.090375465
MgHCT2	L5	0.386688942	0.054336268
MgC3H1	L5	0.750789576	0.030713933
MgC3H2	L5	1.268340528	0.36682196
MgCCoAOMT1	L5	0.575656932	0.069351213
